NAME,ASIAN/PI,category,pop_est,new_category
Missouri,136404,ETH_NH,5863187,NH
Missouri,136404,ETH_HISPANIC,263265,HISPANIC
Missouri,136404,MALE,3007563,MALE
Missouri,136404,FEMALE,3118889,FEMALE
Missouri,136404,AI/AN/NH/PI,34641,AI/AN/NH/PI
Montana,10145,TOTAL_POP,1062305,TOTAL_POP
Montana,10145,NH.WHITE,912905,NH WHITE
Montana,10145,HISPANIC.WHITE,32227,NA
Montana,10145,NH.BLACK,5612,BLACK
Montana,10145,HISPANIC.BLACK,625,NA
Montana,10145,NH.AI/AN,64710,AI/AN
Montana,10145,HISPANIC.AI/AN,5893,NA
Montana,10145,NH.ASIAN,9408,ASIAN
Montana,10145,HISPANIC.ASIAN,444,NA
Montana,10145,NH.NH/PI,737,NH/PI
Montana,10145,HISPANIC.NH/PI,156,NA
Montana,10145,NH.MULTI,26430,MULTI
Montana,10145,HISPANIC.MULTI,3158,NA
Montana,10145,ETH_NH,1019802,NH
Montana,10145,ETH_HISPANIC,42503,HISPANIC
Montana,10145,MALE,534852,MALE
Montana,10145,FEMALE,527453,FEMALE
Montana,10145,AI/AN/NH/PI,65447,AI/AN/NH/PI
Nebraska,51854,TOTAL_POP,1929268,TOTAL_POP
Nebraska,51854,NH.WHITE,1515603,NH WHITE
Nebraska,51854,HISPANIC.WHITE,187843,NA
Nebraska,51854,NH.BLACK,92902,BLACK
Nebraska,51854,HISPANIC.BLACK,5855,NA
Nebraska,51854,NH.AI/AN,16133,AI/AN
Nebraska,51854,HISPANIC.AI/AN,12530,NA
Nebraska,51854,NH.ASIAN,50669,ASIAN
Nebraska,51854,HISPANIC.ASIAN,1674,NA
Nebraska,51854,NH.NH/PI,1185,NH/PI
Nebraska,51854,HISPANIC.NH/PI,1153,NA
Nebraska,51854,NH.MULTI,36904,MULTI
Nebraska,51854,HISPANIC.MULTI,6817,NA
Nebraska,51854,ETH_NH,1713396,NH
Nebraska,51854,ETH_HISPANIC,215872,HISPANIC
Nebraska,51854,MALE,963382,MALE
Nebraska,51854,FEMALE,965886,FEMALE
Nebraska,51854,AI/AN/NH/PI,17318,AI/AN/NH/PI
Nevada,269934,TOTAL_POP,3034392,TOTAL_POP
Nevada,269934,NH.WHITE,1476377,NH WHITE
Nevada,269934,HISPANIC.WHITE,777334,NA
Nevada,269934,NH.BLACK,276929,BLACK
Nevada,269934,HISPANIC.BLACK,28919,NA
Nevada,269934,NH.AI/AN,26067,AI/AN
Nevada,269934,HISPANIC.AI/AN,24804,NA
Nevada,269934,NH.ASIAN,250856,ASIAN
Nevada,269934,HISPANIC.ASIAN,13555,NA
Nevada,269934,NH.NH/PI,19078,NH/PI
Nevada,269934,HISPANIC.NH/PI,4884,NA
Nevada,269934,NH.MULTI,103937,MULTI
Nevada,269934,HISPANIC.MULTI,31652,NA
Nevada,269934,ETH_NH,2153244,NH
Nevada,269934,ETH_HISPANIC,881148,HISPANIC
Nevada,269934,MALE,1521555,MALE
Nevada,269934,FEMALE,1512837,FEMALE
Nevada,269934,AI/AN/NH/PI,45145,AI/AN/NH/PI
New Hampshire,40337,TOTAL_POP,1356458,TOTAL_POP
New Hampshire,40337,NH.WHITE,1220322,NH WHITE
New Hampshire,40337,HISPANIC.WHITE,43895,NA
New Hampshire,40337,NH.BLACK,19146,BLACK
New Hampshire,40337,HISPANIC.BLACK,4147,NA
New Hampshire,40337,NH.AI/AN,2903,AI/AN
New Hampshire,40337,HISPANIC.AI/AN,1187,NA
New Hampshire,40337,NH.ASIAN,39954,ASIAN
New Hampshire,40337,HISPANIC.ASIAN,506,NA
New Hampshire,40337,NH.NH/PI,383,NH/PI
New Hampshire,40337,HISPANIC.NH/PI,254,NA
New Hampshire,40337,NH.MULTI,21087,MULTI
New Hampshire,40337,HISPANIC.MULTI,2674,NA
New Hampshire,40337,ETH_NH,1303795,NH
New Hampshire,40337,ETH_HISPANIC,52663,HISPANIC
New Hampshire,40337,MALE,672266,MALE
New Hampshire,40337,FEMALE,684192,FEMALE
New Hampshire,40337,AI/AN/NH/PI,3286,AI/AN/NH/PI
New Jersey,876308,TOTAL_POP,8908520,TOTAL_POP
New Jersey,876308,NH.WHITE,4892895,NH WHITE
New Jersey,876308,HISPANIC.WHITE,1523452,NA
New Jersey,876308,NH.BLACK,1150141,BLACK
New Jersey,876308,HISPANIC.BLACK,187613,NA
New Jersey,876308,NH.AI/AN,12720,AI/AN
New Jersey,876308,HISPANIC.AI/AN,41986,NA
New Jersey,876308,NH.ASIAN,873183,ASIAN
New Jersey,876308,HISPANIC.ASIAN,16068,NA
New Jersey,876308,NH.NH/PI,3125,NH/PI
New Jersey,876308,HISPANIC.NH/PI,6859,NA
New Jersey,876308,NH.MULTI,137097,MULTI
New Jersey,876308,HISPANIC.MULTI,63381,NA
New Jersey,876308,ETH_NH,7069161,NH
New Jersey,876308,ETH_HISPANIC,1839359,HISPANIC
New Jersey,876308,MALE,4352194,MALE
New Jersey,876308,FEMALE,4556326,FEMALE
New Jersey,876308,AI/AN/NH/PI,15845,AI/AN/NH/PI
New Mexico,33695,TOTAL_POP,2095428,TOTAL_POP
New Mexico,33695,NH.WHITE,777525,NH WHITE
New Mexico,33695,HISPANIC.WHITE,941376,NA
New Mexico,33695,NH.BLACK,38590,BLACK
New Mexico,33695,HISPANIC.BLACK,14986,NA
New Mexico,33695,NH.AI/AN,184643,AI/AN
New Mexico,33695,HISPANIC.AI/AN,43850,NA
New Mexico,33695,NH.ASIAN,32311,ASIAN
New Mexico,33695,HISPANIC.ASIAN,4945,NA
New Mexico,33695,NH.NH/PI,1384,NH/PI
New Mexico,33695,HISPANIC.NH/PI,2020,NA
New Mexico,33695,NH.MULTI,31742,MULTI
New Mexico,33695,HISPANIC.MULTI,22056,NA
New Mexico,33695,ETH_NH,1066195,NH
New Mexico,33695,ETH_HISPANIC,1029233,HISPANIC
New Mexico,33695,MALE,1037285,MALE
New Mexico,33695,FEMALE,1058143,FEMALE
New Mexico,33695,AI/AN/NH/PI,186027,AI/AN/NH/PI
New York,1719087,TOTAL_POP,19542209,TOTAL_POP
New York,1719087,NH.WHITE,10830524,NH WHITE
New York,1719087,HISPANIC.WHITE,2789407,NA
New York,1719087,NH.BLACK,2833908,BLACK
New York,1719087,HISPANIC.BLACK,613821,NA
New York,1719087,NH.AI/AN,56891,AI/AN
New York,1719087,HISPANIC.AI/AN,133523,NA
New York,1719087,NH.ASIAN,1710183,ASIAN
New York,1719087,HISPANIC.ASIAN,39830,NA
New York,1719087,NH.NH/PI,8904,NH/PI
New York,1719087,HISPANIC.NH/PI,17841,NA
New York,1719087,NH.MULTI,347669,MULTI
New York,1719087,HISPANIC.MULTI,159708,NA
New York,1719087,ETH_NH,15788079,NH
New York,1719087,ETH_HISPANIC,3754130,HISPANIC
New York,1719087,MALE,9488430,MALE
New York,1719087,FEMALE,10053779,FEMALE
New York,1719087,AI/AN/NH/PI,65795,AI/AN/NH/PI
North Carolina,324518,TOTAL_POP,10383620,TOTAL_POP
North Carolina,324518,NH.WHITE,6525505,NH WHITE
North Carolina,324518,HISPANIC.WHITE,808906,NA
North Carolina,324518,NH.BLACK,2219512,BLACK
North Carolina,324518,HISPANIC.BLACK,87285,NA
North Carolina,324518,NH.AI/AN,116180,AI/AN
North Carolina,324518,HISPANIC.AI/AN,46898,NA
North Carolina,324518,NH.ASIAN,317710,ASIAN
North Carolina,324518,HISPANIC.ASIAN,11574,NA
North Carolina,324518,NH.NH/PI,6808,NH/PI
North Carolina,324518,HISPANIC.NH/PI,6181,NA
North Carolina,324518,NH.MULTI,200556,MULTI
North Carolina,324518,HISPANIC.MULTI,36505,NA
North Carolina,324518,ETH_NH,9386271,NH
North Carolina,324518,ETH_HISPANIC,997349,HISPANIC
North Carolina,324518,MALE,5050861,MALE
North Carolina,324518,FEMALE,5332759,FEMALE
North Carolina,324518,AI/AN/NH/PI,122988,AI/AN/NH/PI
North Dakota,13544,TOTAL_POP,760077,TOTAL_POP
North Dakota,13544,NH.WHITE,638189,NH WHITE
North Dakota,13544,HISPANIC.WHITE,23360,NA
North Dakota,13544,NH.BLACK,24620,BLACK
North Dakota,13544,HISPANIC.BLACK,1000,NA
North Dakota,13544,NH.AI/AN,38871,AI/AN
North Dakota,13544,HISPANIC.AI/AN,3091,NA
North Dakota,13544,NH.ASIAN,13079,ASIAN
North Dakota,13544,HISPANIC.ASIAN,347,NA
North Dakota,13544,NH.NH/PI,465,NH/PI
North Dakota,13544,HISPANIC.NH/PI,108,NA
North Dakota,13544,NH.MULTI,15324,MULTI
North Dakota,13544,HISPANIC.MULTI,1623,NA
North Dakota,13544,ETH_NH,730548,NH
North Dakota,13544,ETH_HISPANIC,29529,HISPANIC
North Dakota,13544,MALE,389350,MALE
North Dakota,13544,FEMALE,370727,FEMALE
North Dakota,13544,AI/AN/NH/PI,39336,AI/AN/NH/PI
Ohio,287726,TOTAL_POP,11689442,TOTAL_POP
Ohio,287726,NH.WHITE,9195982,NH WHITE
Ohio,287726,HISPANIC.WHITE,375540,NA
Ohio,287726,NH.BLACK,1474401,BLACK
Ohio,287726,HISPANIC.BLACK,43598,NA
Ohio,287726,NH.AI/AN,22767,AI/AN
Ohio,287726,HISPANIC.AI/AN,10799,NA
Ohio,287726,NH.ASIAN,283111,ASIAN
Ohio,287726,HISPANIC.ASIAN,4111,NA
Ohio,287726,NH.NH/PI,4615,NH/PI
Ohio,287726,HISPANIC.NH/PI,2379,NA
Ohio,287726,NH.MULTI,247689,MULTI
Ohio,287726,HISPANIC.MULTI,24450,NA
Ohio,287726,ETH_NH,11228565,NH
Ohio,287726,ETH_HISPANIC,460877,HISPANIC
Ohio,287726,MALE,5730718,MALE
Ohio,287726,FEMALE,5958724,FEMALE
Ohio,287726,AI/AN/NH/PI,27382,AI/AN/NH/PI
Oklahoma,95385,TOTAL_POP,3943079,TOTAL_POP
Oklahoma,95385,NH.WHITE,2576177,NH WHITE
Oklahoma,95385,HISPANIC.WHITE,348188,NA
Oklahoma,95385,NH.BLACK,292842,BLACK
Oklahoma,95385,HISPANIC.BLACK,14048,NA
Oklahoma,95385,NH.AI/AN,328310,AI/AN
Oklahoma,95385,HISPANIC.AI/AN,38733,NA
Oklahoma,95385,NH.ASIAN,89289,ASIAN
Oklahoma,95385,HISPANIC.ASIAN,2890,NA
Oklahoma,95385,NH.NH/PI,6096,NH/PI
Oklahoma,95385,HISPANIC.NH/PI,1472,NA
Oklahoma,95385,NH.MULTI,221287,MULTI
Oklahoma,95385,HISPANIC.MULTI,23747,NA
Oklahoma,95385,ETH_NH,3514001,NH
Oklahoma,95385,ETH_HISPANIC,429078,HISPANIC
Oklahoma,95385,MALE,1953046,MALE
Oklahoma,95385,FEMALE,1990033,FEMALE
Oklahoma,95385,AI/AN/NH/PI,334406,AI/AN/NH/PI
Oregon,213280,TOTAL_POP,4190713,TOTAL_POP
Oregon,213280,NH.WHITE,3155276,NH WHITE
Oregon,213280,HISPANIC.WHITE,480650,NA
Oregon,213280,NH.BLACK,82107,BLACK
Oregon,213280,HISPANIC.BLACK,10851,NA
Oregon,213280,NH.AI/AN,46704,AI/AN
Oregon,213280,HISPANIC.AI/AN,29319,NA
Oregon,213280,NH.ASIAN,196426,ASIAN
Oregon,213280,HISPANIC.ASIAN,5968,NA
Oregon,213280,NH.NH/PI,16854,NH/PI
Oregon,213280,HISPANIC.NH/PI,2145,NA
Oregon,213280,NH.MULTI,136950,MULTI
Oregon,213280,HISPANIC.MULTI,27463,NA
Oregon,213280,ETH_NH,3634317,NH
Oregon,213280,ETH_HISPANIC,556396,HISPANIC
Oregon,213280,MALE,2077494,MALE
Oregon,213280,FEMALE,2113219,FEMALE
Oregon,213280,AI/AN/NH/PI,63558,AI/AN/NH/PI
Pennsylvania,467871,TOTAL_POP,12807060,TOTAL_POP
Pennsylvania,467871,NH.WHITE,9741631,NH WHITE
Pennsylvania,467871,HISPANIC.WHITE,734454,NA
Pennsylvania,467871,NH.BLACK,1388544,BLACK
Pennsylvania,467871,HISPANIC.BLACK,142913,NA
Pennsylvania,467871,NH.AI/AN,18556,AI/AN
Pennsylvania,467871,HISPANIC.AI/AN,31007,NA
Pennsylvania,467871,NH.ASIAN,463785,ASIAN
Pennsylvania,467871,HISPANIC.ASIAN,10286,NA
Pennsylvania,467871,NH.NH/PI,4086,NH/PI
Pennsylvania,467871,HISPANIC.NH/PI,5970,NA
Pennsylvania,467871,NH.MULTI,214315,MULTI
Pennsylvania,467871,HISPANIC.MULTI,51513,NA
Pennsylvania,467871,ETH_NH,11830917,NH
Pennsylvania,467871,ETH_HISPANIC,976143,HISPANIC
Pennsylvania,467871,MALE,6274660,MALE
Pennsylvania,467871,FEMALE,6532400,FEMALE
Pennsylvania,467871,AI/AN/NH/PI,22642,AI/AN/NH/PI
Rhode Island,37498,TOTAL_POP,1057315,TOTAL_POP
Rhode Island,37498,NH.WHITE,761439,NH WHITE
Rhode Island,37498,HISPANIC.WHITE,125820,NA
Rhode Island,37498,NH.BLACK,63323,BLACK
Rhode Island,37498,HISPANIC.BLACK,25088,NA
Rhode Island,37498,NH.AI/AN,4570,AI/AN
Rhode Island,37498,HISPANIC.AI/AN,6738,NA
Rhode Island,37498,NH.ASIAN,36822,ASIAN
Rhode Island,37498,HISPANIC.ASIAN,1597,NA
Rhode Island,37498,NH.NH/PI,676,NH/PI
Rhode Island,37498,HISPANIC.NH/PI,1459,NA
Rhode Island,37498,NH.MULTI,22143,MULTI
Rhode Island,37498,HISPANIC.MULTI,7640,NA
Rhode Island,37498,ETH_NH,888973,NH
Rhode Island,37498,ETH_HISPANIC,168342,HISPANIC
Rhode Island,37498,MALE,514332,MALE
Rhode Island,37498,FEMALE,542983,FEMALE
Rhode Island,37498,AI/AN/NH/PI,5246,AI/AN/NH/PI
South Carolina,90360,TOTAL_POP,5084127,TOTAL_POP
South Carolina,90360,NH.WHITE,3238535,NH WHITE
South Carolina,90360,HISPANIC.WHITE,244920,NA
South Carolina,90360,NH.BLACK,1353188,BLACK
South Carolina,90360,HISPANIC.BLACK,26957,NA
South Carolina,90360,NH.AI/AN,18732,AI/AN
South Carolina,90360,HISPANIC.AI/AN,8962,NA
South Carolina,90360,NH.ASIAN,87197,ASIAN
South Carolina,90360,HISPANIC.ASIAN,2765,NA
South Carolina,90360,NH.NH/PI,3163,NH/PI
South Carolina,90360,HISPANIC.NH/PI,1990,NA
South Carolina,90360,NH.MULTI,87266,MULTI
South Carolina,90360,HISPANIC.MULTI,10452,NA
South Carolina,90360,ETH_NH,4788081,NH
South Carolina,90360,ETH_HISPANIC,296046,HISPANIC
South Carolina,90360,MALE,2463326,MALE
South Carolina,90360,FEMALE,2620801,FEMALE
South Carolina,90360,AI/AN/NH/PI,21895,AI/AN/NH/PI
South Dakota,15267,TOTAL_POP,882235,TOTAL_POP
South Dakota,15267,NH.WHITE,718383,NH WHITE
South Dakota,15267,HISPANIC.WHITE,26350,NA
South Dakota,15267,NH.BLACK,20162,BLACK
South Dakota,15267,HISPANIC.BLACK,838,NA
South Dakota,15267,NH.AI/AN,73084,AI/AN
South Dakota,15267,HISPANIC.AI/AN,6328,NA
South Dakota,15267,NH.ASIAN,14776,ASIAN
South Dakota,15267,HISPANIC.ASIAN,317,NA
South Dakota,15267,NH.NH/PI,491,NH/PI
South Dakota,15267,HISPANIC.NH/PI,256,NA
South Dakota,15267,NH.MULTI,18937,MULTI
South Dakota,15267,HISPANIC.MULTI,2313,NA
South Dakota,15267,ETH_NH,845833,NH
South Dakota,15267,ETH_HISPANIC,36402,HISPANIC
South Dakota,15267,MALE,445531,MALE
South Dakota,15267,FEMALE,436704,FEMALE
South Dakota,15267,AI/AN/NH/PI,73575,AI/AN/NH/PI
Tennessee,128092,TOTAL_POP,6770010,TOTAL_POP
Tennessee,128092,NH.WHITE,4989758,NH WHITE
Tennessee,128092,HISPANIC.WHITE,325514,NA
Tennessee,128092,NH.BLACK,1133558,BLACK
Tennessee,128092,HISPANIC.BLACK,22073,NA
Tennessee,128092,NH.AI/AN,19148,AI/AN
Tennessee,128092,HISPANIC.AI/AN,12678,NA
Tennessee,128092,NH.ASIAN,124526,ASIAN
Tennessee,128092,HISPANIC.ASIAN,4000,NA
Tennessee,128092,NH.NH/PI,3566,NH/PI
Tennessee,128092,HISPANIC.NH/PI,2930,NA
Tennessee,128092,NH.MULTI,118682,MULTI
Tennessee,128092,HISPANIC.MULTI,13577,NA
Tennessee,128092,ETH_NH,6389238,NH
Tennessee,128092,ETH_HISPANIC,380772,HISPANIC
Tennessee,128092,MALE,3302924,MALE
Tennessee,128092,FEMALE,3467086,FEMALE
Tennessee,128092,AI/AN/NH/PI,22714,AI/AN/NH/PI
Texas,1458859,TOTAL_POP,28701845,TOTAL_POP
Texas,1458859,NH.WHITE,11912849,NH WHITE
Texas,1458859,HISPANIC.WHITE,10712018,NA
Texas,1458859,NH.BLACK,3441644,BLACK
Texas,1458859,HISPANIC.BLACK,232211,NA
Texas,1458859,NH.AI/AN,92644,AI/AN
Texas,1458859,HISPANIC.AI/AN,198317,NA
Texas,1458859,NH.ASIAN,1433736,ASIAN
Texas,1458859,HISPANIC.ASIAN,52530,NA
Texas,1458859,NH.NH/PI,25123,NH/PI
Texas,1458859,HISPANIC.NH/PI,17210,NA
Texas,1458859,NH.MULTI,427000,MULTI
Texas,1458859,HISPANIC.MULTI,156563,NA
Texas,1458859,ETH_NH,17332996,NH
Texas,1458859,ETH_HISPANIC,11368849,HISPANIC
Texas,1458859,MALE,14260106,MALE
Texas,1458859,FEMALE,14441739,FEMALE
Texas,1458859,AI/AN/NH/PI,117767,AI/AN/NH/PI
Utah,112180,TOTAL_POP,3161105,TOTAL_POP
Utah,112180,NH.WHITE,2466025,NH WHITE
Utah,112180,HISPANIC.WHITE,399609,NA
Utah,112180,NH.BLACK,36307,BLACK
Utah,112180,HISPANIC.BLACK,9393,NA
Utah,112180,NH.AI/AN,29910,AI/AN
Utah,112180,HISPANIC.AI/AN,18718,NA
Utah,112180,NH.ASIAN,81356,ASIAN
Utah,112180,HISPANIC.ASIAN,4033,NA
Utah,112180,NH.NH/PI,30824,NH/PI
Utah,112180,HISPANIC.NH/PI,2671,NA
Utah,112180,NH.MULTI,66465,MULTI
Utah,112180,HISPANIC.MULTI,15794,NA
Utah,112180,ETH_NH,2710887,NH
Utah,112180,ETH_HISPANIC,450218,HISPANIC
Utah,112180,MALE,1592143,MALE
Utah,112180,FEMALE,1568962,FEMALE
Utah,112180,AI/AN/NH/PI,60734,AI/AN/NH/PI
Vermont,12619,TOTAL_POP,626299,TOTAL_POP
Vermont,12619,NH.WHITE,579588,NH WHITE
Vermont,12619,HISPANIC.WHITE,10398,NA
Vermont,12619,NH.BLACK,8155,BLACK
Vermont,12619,HISPANIC.BLACK,598,NA
Vermont,12619,NH.AI/AN,2072,AI/AN
Vermont,12619,HISPANIC.AI/AN,385,NA
Vermont,12619,NH.ASIAN,12423,ASIAN
Vermont,12619,HISPANIC.ASIAN,158,NA
Vermont,12619,NH.NH/PI,196,NH/PI
Vermont,12619,HISPANIC.NH/PI,51,NA
Vermont,12619,NH.MULTI,11331,MULTI
Vermont,12619,HISPANIC.MULTI,944,NA
Vermont,12619,ETH_NH,613765,NH
Vermont,12619,ETH_HISPANIC,12534,HISPANIC
Vermont,12619,MALE,309252,MALE
Vermont,12619,FEMALE,317047,FEMALE
Vermont,12619,AI/AN/NH/PI,2268,AI/AN/NH/PI
Virginia,584666,TOTAL_POP,8517685,TOTAL_POP
Virginia,584666,NH.WHITE,5234514,NH WHITE
Virginia,584666,HISPANIC.WHITE,684156,NA
Virginia,584666,NH.BLACK,1627434,BLACK
Virginia,584666,HISPANIC.BLACK,63833,NA
Virginia,584666,NH.AI/AN,22696,AI/AN
Virginia,584666,HISPANIC.AI/AN,23713,NA
Virginia,584666,NH.ASIAN,578201,ASIAN
Virginia,584666,HISPANIC.ASIAN,10845,NA
Virginia,584666,NH.NH/PI,6465,NH/PI
Virginia,584666,HISPANIC.NH/PI,3533,NA
Virginia,584666,NH.MULTI,227501,MULTI
Virginia,584666,HISPANIC.MULTI,34794,NA
Virginia,584666,ETH_NH,7696811,NH
Virginia,584666,ETH_HISPANIC,820874,HISPANIC
Virginia,584666,MALE,4190648,MALE
Virginia,584666,FEMALE,4327037,FEMALE
Virginia,584666,AI/AN/NH/PI,29161,AI/AN/NH/PI
Washington,740635,TOTAL_POP,7535591,TOTAL_POP
Washington,740635,NH.WHITE,5124948,NH WHITE
Washington,740635,HISPANIC.WHITE,819976,NA
Washington,740635,NH.BLACK,295631,BLACK
Washington,740635,HISPANIC.BLACK,27195,NA
Washington,740635,NH.AI/AN,95666,AI/AN
Washington,740635,HISPANIC.AI/AN,48784,NA
Washington,740635,NH.ASIAN,687325,ASIAN
Washington,740635,HISPANIC.ASIAN,16130,NA
Washington,740635,NH.NH/PI,53310,NH/PI
Washington,740635,HISPANIC.NH/PI,5691,NA
Washington,740635,NH.MULTI,308353,MULTI
Washington,740635,HISPANIC.MULTI,52582,NA
Washington,740635,ETH_NH,6565233,NH
Washington,740635,ETH_HISPANIC,970358,HISPANIC
Washington,740635,MALE,3769911,MALE
Washington,740635,FEMALE,3765680,FEMALE
Washington,740635,AI/AN/NH/PI,148976,AI/AN/NH/PI
West Virginia,15417,TOTAL_POP,1805832,TOTAL_POP
West Virginia,15417,NH.WHITE,1662293,NH WHITE
West Virginia,15417,HISPANIC.WHITE,25700,NA
West Virginia,15417,NH.BLACK,63429,BLACK
West Virginia,15417,HISPANIC.BLACK,1802,NA
West Virginia,15417,NH.AI/AN,3829,AI/AN
West Virginia,15417,HISPANIC.AI/AN,697,NA
West Virginia,15417,NH.ASIAN,15014,ASIAN
West Virginia,15417,HISPANIC.ASIAN,324,NA
West Virginia,15417,NH.NH/PI,403,NH/PI
West Virginia,15417,HISPANIC.NH/PI,125,NA
West Virginia,15417,NH.MULTI,30663,MULTI
West Virginia,15417,HISPANIC.MULTI,1553,NA
West Virginia,15417,ETH_NH,1775631,NH
West Virginia,15417,ETH_HISPANIC,30201,HISPANIC
West Virginia,15417,MALE,894340,MALE
West Virginia,15417,FEMALE,911492,FEMALE
West Virginia,15417,AI/AN/NH/PI,4232,AI/AN/NH/PI
Wisconsin,175201,TOTAL_POP,5813568,TOTAL_POP
Wisconsin,175201,NH.WHITE,4712894,NH WHITE
Wisconsin,175201,HISPANIC.WHITE,350632,NA
Wisconsin,175201,NH.BLACK,370909,BLACK
Wisconsin,175201,HISPANIC.BLACK,18138,NA
Wisconsin,175201,NH.AI/AN,51937,AI/AN
Wisconsin,175201,HISPANIC.AI/AN,15634,NA
Wisconsin,175201,NH.ASIAN,173071,ASIAN
Wisconsin,175201,HISPANIC.ASIAN,3076,NA
Wisconsin,175201,NH.NH/PI,2130,NH/PI
Wisconsin,175201,HISPANIC.NH/PI,1113,NA
Wisconsin,175201,NH.MULTI,98672,MULTI
Wisconsin,175201,HISPANIC.MULTI,15362,NA
Wisconsin,175201,ETH_NH,5409613,NH
Wisconsin,175201,ETH_HISPANIC,403955,HISPANIC
Wisconsin,175201,MALE,2892273,MALE
Wisconsin,175201,FEMALE,2921295,FEMALE
Wisconsin,175201,AI/AN/NH/PI,54067,AI/AN/NH/PI
Wyoming,6156,TOTAL_POP,577737,TOTAL_POP
Wyoming,6156,NH.WHITE,484253,NH WHITE
Wyoming,6156,HISPANIC.WHITE,50690,NA
Wyoming,6156,NH.BLACK,6598,BLACK
Wyoming,6156,HISPANIC.BLACK,959,NA
Wyoming,6156,NH.AI/AN,12262,AI/AN
Wyoming,6156,HISPANIC.AI/AN,3598,NA
Wyoming,6156,NH.ASIAN,5762,ASIAN
Wyoming,6156,HISPANIC.ASIAN,451,NA
Wyoming,6156,NH.NH/PI,394,NH/PI
Wyoming,6156,HISPANIC.NH/PI,178,NA
Wyoming,6156,NH.MULTI,10241,MULTI
Wyoming,6156,HISPANIC.MULTI,2351,NA
Wyoming,6156,ETH_NH,519510,NH
Wyoming,6156,ETH_HISPANIC,58227,HISPANIC
Wyoming,6156,MALE,294534,MALE
Wyoming,6156,FEMALE,283203,FEMALE
Wyoming,6156,AI/AN/NH/PI,12656,AI/AN/NH/PI
